id,name,maintenance_responsibility,installed,material,length,number_of_steps,schools_count,school_score,total_population,transit_rider_count,transit_score,detour_score,overall_score,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
1610638147,Emerald Way from Arlington Ave to Carnival Way,4th Division,1945-01-01,Concrete,66,,1,10,1072,212,10,9,10,https://tools.wprdc.org/images/pittsburgh/steps/Emerald_Way_from_Arlington_Ave_to_Carnival_Way.jpg,Allentown,3,18,42003180300,5,18,3,4-5,40.42252363,-79.99161284
2092676939,Emerald Way from Carnival Way to Excelsior St,4th Division,1945-01-01,Concrete,56,23,1,10,1020,212,10,9,10,https://tools.wprdc.org/images/pittsburgh/steps/Emerald_Way_from_Carnival_Way_to_Excelsior_St.jpg,Allentown,3,18,42003180300,5,18,3,4-5,40.42271999,-79.99174427
1110487164,End of Lilac St to Rosemoor St,3rd Division,,Concrete,202,32,0,100,788,0,6,8,3,https://tools.wprdc.org/images/pittsburgh/steps/End_of_Lilac_St_to_Rosemoor_St.jpg,Squirrel Hill South,5,14,42003141400,3,14,4,2-15,40.42299085,-79.92179238
505721946,End of Olive St from Letsche St to Olive St,1st Division,,Wood,160,165,1,4,589,56,5,5,7,https://tools.wprdc.org/images/pittsburgh/steps/End_of_Olive_St_from_Letsche_St_to_Olive_St.jpg,Fineview,6,25,42003250900,1,25,1,1-10,40.46322301,-80.00820581
1134661112,End of Oltman St to Chartiers Ave,5th Division,1949-01-01,Concrete,279,81,0,100,448,43,4,5,2,https://tools.wprdc.org/images/pittsburgh/steps/End_of_Oltman_St_to_Chartiers_Ave.jpg,Chartiers City,2,20,42003563000,5,20,6,1-16,40.4571324,-80.06761083
1766567719,Enderlin Way and Crafton Blvd to Clearview Ave,5th Division,,Wood,17,18,0,100,769,23,7,10,5,https://tools.wprdc.org/images/pittsburgh/steps/Enderlin_Way_and_Crafton_Blvd_to_Clearview_Ave.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43743197,-80.05738477
441018663,Endness from Corinth St,5th Division,1947-01-01,Concrete,263,,0,100,149,0,1,1,2,https://tools.wprdc.org/images/pittsburgh/steps/Endness_from_Corinth_St.jpg,West End,2,20,42003562600,5,20,6,1-18,40.43398645,-80.0344055
1540581502,Endness from Journal St,5th Division,1947-01-01,Concrete,207,,0,100,60,0,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Endness_from_Journal_St.jpg,Ridgemont,2,20,42003563100,5,20,6,1-18,40.43351415,-80.03462464
1744897880,Endness St from Woodville Ave to Corinth St,5th Division,1947-01-01,Concrete,196,42,0,100,110,0,1,1,2,https://tools.wprdc.org/images/pittsburgh/steps/Endness_St_from_Woodville_Ave_to_Corinth_St.jpg,West End,2,20,42003562600,5,20,6,1-17,40.43445077,-80.03372679
943136202,Englert St from Dartmore St to Fairland St,4th Division,1948-01-01,Concrete,263,92,0,100,753,0,3,3,4,https://tools.wprdc.org/images/pittsburgh/steps/Englert_St_from_Dartmore_St_to_Fairland_St.jpg,Overbrook,4,32,42003320400,5,32,3,4-23,40.38853032,-79.99520125
1544975187,Eula St from Baytree to East St,1st Division,,Concrete,108,26,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Eula_St_from_Baytree_to_East_St.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.48817016,-80.01358708
1347853934,Eureka St from Aleppo Way to Estella Ave,5th Division,,Concrete,106,32,0,100,1621,96,7,2,6,https://tools.wprdc.org/images/pittsburgh/steps/Eureka_St_from_Aleppo_Way_to_Estella_Ave.jpg,Mount Washington,3,18,42003180700,5,18,3,4-5,40.42375652,-80.00121337
963849386,Eureka St from Haberman Ave to Laclede St,5th Division,,Concrete,52,29,0,100,1520,40,8,7,9,https://tools.wprdc.org/images/pittsburgh/steps/Eureka_St_from_Haberman_Ave_to_Laclede_St.jpg,Mount Washington,3,18,42003180700,5,18,3,4-5,40.42388934,-80.00283492
1068718145,Eureka St from Pasadena St to Aleppo Way,5th Division,,Concrete,18,8,0,100,1545,89,10,10,10,https://tools.wprdc.org/images/pittsburgh/steps/Eureka_St_from_Pasadena_St_to_Aleppo_Way.jpg,Mount Washington,3,18,42003180700,5,18,3,4-5,40.42377308,-80.00152387
1981021307,Ewarts Way from Centre Ave to Brackenridge St,3rd Division,1947-01-01,Concrete,228,56,0,100,587,231,9,7,9,https://tools.wprdc.org/images/pittsburgh/steps/Ewarts_Way_from_Centre_Ave_to_Brackenridge_St.jpg,Terrace Village,6,5,42003051000,3,5,2,2-10,40.44576538,-79.9687554
1350974365,Exposition Way at Minnesota St,3rd Division,,Brick/Concrete,6,6,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Exposition_Way_at_Minnesota_St.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.4252079,-79.93929496
1604238081,Fadette St from Petty Way to Pritchard St,5th Division,,Wood,160,51,0,100,775,77,7,6,5,https://tools.wprdc.org/images/pittsburgh/steps/Fadette_St_from_Petty_Way_to_Pritchard_St.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45187974,-80.06524057
269508607,Fairacres Ave from Colebrook Ave to Tonopah Ave,5th Division,,Concrete,140,63,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Fairacres_Ave_from_Colebrook_Ave_to_Tonopah_Ave.jpg,Beechview,4,19,42003192000,5,19,6,4-28,40.40793718,-80.02090677
889763940,Fairdale St from Adon St to Jean St,5th Division,1948-01-01,Concrete,328,108,1,3,491,89,5,5,5,https://tools.wprdc.org/images/pittsburgh/steps/Fairdale_St_from_Adon_St_to_Jean_St.jpg,Sheraden,2,20,42003562500,5,20,6,1-16,40.4562529,-80.05975147
2009001088,Fairview St from Furley St to Uvilla St,5th Division,1947-01-01,Concrete,324,101,1,6,799,216,8,4,9,https://tools.wprdc.org/images/pittsburgh/steps/Fairview_St_from_Furley_St_to_Uvilla_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44304278,-80.03810122
331883455,Fairview St from Plover Way to Valonia St,5th Division,,Concrete,122,16,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Fairview_St_from_Plover_Way_to_Valonia_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44477045,-80.03536754
1569113383,Fallowfield  Ave at Broadway Ave from Dagmar Ave,DOMI - Signs and Markings,,Concrete,401,76,0,100,1274,851,8,1,7,https://tools.wprdc.org/images/pittsburgh/steps/Fallowfield__Ave_at_Broadway_Ave_from_Dagmar_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.41124066,-80.02303555
1542321241,Fan St from Glenbury St to Seldon Pl,4th Division,1949-01-01,Concrete/Wood,153,79,0,100,341,92,3,3,2,https://tools.wprdc.org/images/pittsburgh/steps/Fan_St_from_Glenbury_St_to_Seldon_Pl.jpg,Overbrook,4,32,42003320700,5,32,3,4-25,40.38410553,-79.99815287
150790760,Fannel St from Hillcrest St to Columbo St,2nd Division,1949-01-01,Concrete,347,122,0,100,884,34,4,2,5,https://tools.wprdc.org/images/pittsburgh/steps/Fannel_St_from_Hillcrest_St_to_Columbo_St.jpg,Garfield,9,10,42003101600,2,10,5,3-4,40.46845572,-79.93616342
1339080240,Farris St to Brighton Rd,1st Division,1949-01-01,Concrete,155,42,1,4,282,100,6,8,9,https://tools.wprdc.org/images/pittsburgh/steps/Farris_St_to_Brighton_Rd.jpg,Perry South,6,25,42003261500,1,25,1,1-12,40.46330718,-80.02062825
2105808731,Federal Hill Ave from Saline St to Luwick St,3rd Division,,Concrete,290,8,0,100,972,388,9,2,5,https://tools.wprdc.org/images/pittsburgh/steps/Federal_Hill_Ave_from_Saline_St_to_Luwick_St.jpg,Squirrel Hill South,5,14,42003141400,3,14,4,2-15,40.42103459,-79.92555376
1249419886,Ferndale St from N Wheeler St to Willing St,2nd Division,1950-01-01,Concrete,239,85,0,100,430,0,4,8,3,https://tools.wprdc.org/images/pittsburgh/steps/Ferndale_St_from_N_Wheeler_St_to_Willing_St.jpg,Homewood North,9,13,42003130100,2,13,5,3-17,40.45932059,-79.8853347
273458499,Fingal St,5th Division,,Concrete,268,26,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Fingal_St.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43685409,-80.02789587
1405397851,Finland St from Bigelow Blvd to Ridgway St,3rd Division,1945-01-01,Concrete,218,109,0,100,151,5,3,9,4,https://tools.wprdc.org/images/pittsburgh/steps/Finland_St_from_Bigelow_Blvd_to_Ridgway_St.jpg,Polish Hill,7,6,42003060500,3,6,2,2-24,40.45778604,-79.96036967
485812725,Finland St from Bismark St to Ridgway St,3rd Division,1945-01-01,Concrete,144,51,0,100,172,3,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Finland_St_from_Bismark_St_to_Ridgway_St.jpg,Polish Hill,7,6,42003060500,3,6,2,2-24,40.45748659,-79.96015195
468234215,Fisher St from Mountain Ave to Engstler St,4th Division,,Concrete,455,27,0,100,521,39,2,1,2,https://tools.wprdc.org/images/pittsburgh/steps/Fisher_St_from_Mountain_Ave_to_Engstler_St.jpg,St. Clair,3,16,42003561700,3,16,3,4-8,40.41147468,-79.97622105
2060642928,Fisher St from Otillia St to Gorgas St,4th Division,,Wood,13,14,2,10,889,67,9,9,8,https://tools.wprdc.org/images/pittsburgh/steps/Fisher_St_from_Otillia_St_to_Gorgas_St.jpg,Mt. Oliver,3,16,42003561700,3,16,3,4-8,40.41133743,-79.98138139
219654004,Fitler St frm Arlington Ave to Charcot St,4th Division,,Concrete,93,14,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Fitler_St_frm_Arlington_Ave_to_Charcot_St.jpg,Arlington,3,16,42003561600,3,16,3,4-8,40.4173716,-79.9703827
1413587139,Fitzhugh Way from Jillson Ave to Brookline Blvd,4th Division,,Concrete,140,9,1,1,551,105,4,1,4,https://tools.wprdc.org/images/pittsburgh/steps/Fitzhugh_Way_from_Jillson_Ave_to_Brookline_Blvd.jpg,Brookline,4,19,42003191900,5,19,6,4-26,40.39639956,-80.02691533
1915500455,Flavian St at Jewel St,3rd Division,1949-01-01,Concrete,24,13,0,100,510,17,2,1,2,https://tools.wprdc.org/images/pittsburgh/steps/Flavian_St_at_Jewel_St.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45916497,-79.96330603
1133966978,Flowers Ave at Nansen St,3rd Division,1947-01-01,Concrete,15,12,0,100,242,7,2,3,2,https://tools.wprdc.org/images/pittsburgh/steps/Flowers_Ave_at_Nansen_St.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.41220092,-79.93810381
953601589,Flowers Ave ext off Kilbourne to Clarion St,3rd Division,1948-01-01,Concrete,105,49,0,100,110,0,2,6,2,https://tools.wprdc.org/images/pittsburgh/steps/Flowers_Ave_ext_off_Kilbourne_to_Clarion_St.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.41378639,-79.93337492
1732219364,Forbes Ave at Normlee Place to Gladstone Rd,3rd Division,,Concrete,194,90,0,100,1262,320,10,10,10,https://tools.wprdc.org/images/pittsburgh/steps/Forbes_Ave_at_Normlee_Place_to_Gladstone_Rd.jpg,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.4417514,-79.93726731
556729093,Forward Ave and Eldridge St,3rd Division,,Concrete,6,2,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Forward_Ave_and_Eldridge_St.jpg,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.42951335,-79.92210625
819902084,Fountain St near James St to Graib St,Facilities,1948-01-01,Concrete,148,89,0,100,638,232,8,6,10,https://tools.wprdc.org/images/pittsburgh/steps/Fountain_St_near_James_St_to_Graib_St.jpg,Fineview,1,25,42003250900,1,25,1,1-10,40.45889385,-80.00258448
605215037,Francis St from Centennial Way to Webster Ave,3rd Division,1950-01-01,Concrete,222,46,2,8,842,165,10,6,9,https://tools.wprdc.org/images/pittsburgh/steps/Francis_St_from_Centennial_Way_to_Webster_Ave.jpg,Middle Hill,6,5,42003050100,3,5,2,2-5,40.45048294,-79.96962329
1518358924,Frank St from Exeter St to Montclair St East,3rd Division,,Brick/Asphalt,100,14,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Frank_St_from_Exeter_St_to_Montclair_St_East.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.42039413,-79.93320971
477792698,Frank St from Exeter St to Montclair St West,3rd Division,,Concrete,95,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Frank_St_from_Exeter_St_to_Montclair_St_West.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.42037368,-79.93334375
1907583066,Frank St from Melbourne St,3rd Division,,Brick/Asphalt,44,11,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Frank_St_from_Melbourne_St.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.42189781,-79.93379628
927892168,Frank St from Montclair St East,3rd Division,,Concrete,65,18,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Frank_St_from_Montclair_St_East.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.42071574,-79.93332639
751257759,Frank St from Montclair St West,3rd Division,,Concrete,96,30,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Frank_St_from_Montclair_St_West.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.42073208,-79.93345715
1348330381,Frankstown Rd near Tokay St to Perchment St,2nd Division,1949-01-01,Concrete,161,90,1,3,467,68,5,6,8,https://tools.wprdc.org/images/pittsburgh/steps/Frankstown_Rd_near_Tokay_St_to_Perchment_St.jpg,Homewood North,9,13,42003130100,2,13,5,3-17,40.45549301,-79.88171546
1963758533,Frazier St from Bates St,3rd Division,1947-01-01,Concrete,483,117,0,100,955,89,9,6,10,https://tools.wprdc.org/images/pittsburgh/steps/Frazier_St_from_Bates_St.jpg,South Oakland,3,4,42003040900,3,4,4,2-11,40.43243621,-79.95781551
1597308587,Freeland St from Mt Oliver St,4th Division,,Concrete,90,7,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Freeland_St_from_Mt_Oliver_St.jpg,Allentown,3,18,42003180300,5,18,3,4-6,40.41921141,-79.98836699
1711486026,Freeland St from Mt Oliver St to Arlington Ave,4th Division,,Concrete,242,62,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Freeland_St_from_Mt_Oliver_St_to_Arlington_Ave.jpg,Allentown,3,18,42003180300,5,18,3,4-6,40.41928641,-79.98868114
1408328877,Gallatin St from Baker St to Witherspoon St,2nd Division,1948-01-01,Concrete,133,72,0,100,583,48,6,8,4,https://tools.wprdc.org/images/pittsburgh/steps/Gallatin_St_from_Baker_St_to_Witherspoon_St.jpg,Morningside,7,10,42003101400,2,10,5,3-7,40.48728761,-79.9219773
809673701,Gallion Ave from Flatbush Ave East,4th Division,,Concrete,193,13,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Gallion_Ave_from_Flatbush_Ave_East.jpg,Brookline,4,19,42003191900,5,19,6,4-26,40.39535204,-80.01768087
1922395232,Gallion Ave to Glenarm Ave,4th Division,1950-01-01,Concrete,81,45,0,100,908,162,10,8,5,https://tools.wprdc.org/images/pittsburgh/steps/Gallion_Ave_to_Glenarm_Ave.jpg,Brookline,4,19,42003191900,5,19,6,4-26,40.39469242,-80.01670757
319004143,Gass Ave from Reuben St to Beckham St,1st Division,1947-01-01,Concrete,161,44,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Gass_Ave_from_Reuben_St_to_Beckham_St.jpg,Brighton Heights,1,27,42003270300,1,27,1,1-14,40.47640061,-80.03451978
645002256,Gass Ave from Woods Run Ave to Reuben St,1st Division,1947-01-01,Concrete,295,69,1,2,676,240,6,1,5,https://tools.wprdc.org/images/pittsburgh/steps/Gass_Ave_from_Woods_Run_Ave_to_Reuben_St.jpg,Brighton Heights,1,27,42003270300,1,27,1,1-14,40.47594062,-80.03435303
783745249,Georgia Ave from Arabella St to Marland St,4th Division,1948-01-01,Concrete,115,,0,100,815,3,6,8,5,https://tools.wprdc.org/images/pittsburgh/steps/Georgia_Ave_from_Arabella_St_to_Marland_St.jpg,Knoxville,3,30,42003300100,5,30,3,4-7,40.4128,-79.9949999
1944603912,Georgia Ave from Marland St to Moore Ave,4th Division,1948-01-01,Concrete,130,,0,100,891,9,5,6,4,https://tools.wprdc.org/images/pittsburgh/steps/Georgia_Ave_from_Marland_St_to_Moore_Ave.jpg,Knoxville,3,30,42003300100,5,30,3,4-7,40.41241401,-79.99498515
1525425521,Girdley Way from Royal to Brahm St,1st Division,1949-01-01,Concrete,408,258,0,100,240,2,3,8,3,https://tools.wprdc.org/images/pittsburgh/steps/Girdley_Way_from_Royal_to_Brahm_St.jpg,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.46634701,-79.99882493
909197323,Girdley Way to Staab St,1st Division,1949-01-01,Concrete,149,35,0,100,146,2,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Girdley_Way_to_Staab_St.jpg,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.46654517,-79.99882368
943044108,Glade St from Nobles Lane to Cloverdale St,4th Division,1948-01-01,Concrete,72,59,0,100,203,188,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Glade_St_from_Nobles_Lane_to_Cloverdale_St.jpg,Carrick,4,29,42003290100,3,29,3,4-23,40.39895551,-79.99742178
656277607,Gladstone St from Home Rule St to Winderst St,3rd Division,1950-01-01,Concrete,625,140,0,100,507,0,4,7,3,https://tools.wprdc.org/images/pittsburgh/steps/Gladstone_St_from_Home_Rule_St_to_Winderst_St.jpg,Hazelwood,5,15,42003562900,3,15,4,2-12,40.41803831,-79.94331977
1220648836,Glasgow St from Narcissus Ave to Hammond St,5th Division,1951-01-01,Concrete,598,114,0,100,726,0,3,3,2,https://tools.wprdc.org/images/pittsburgh/steps/Glasgow_St_from_Narcissus_Ave_to_Hammond_St.jpg,Sheraden,2,20,42003562500,5,20,6,1-16,40.45711627,-80.04866288
2043525698,Glen Mawr St from W Carson St,5th Division,1949-01-01,Concrete,269,32,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Glen_Mawr_St_from_W_Carson_St.jpg,Esplen,2,20,42003562500,5,20,6,1-27,40.45403957,-80.04092762
203082435,Glen Mawr St from Zephyr Ave,5th Division,,Concrete,10,5,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Glen_Mawr_St_from_Zephyr_Ave.jpg,Sheraden,2,20,42003562500,5,20,6,1-16,40.45312225,-80.04950464
452385538,Glenbury St at Railroad Underpass to Pinecastle Ave,4th Division,1947-01-01,Concrete,75,55,0,100,465,93,5,4,3,https://tools.wprdc.org/images/pittsburgh/steps/Glenbury_St_at_Railroad_Underpass_to_Pinecastle_Ave.jpg,Overbrook,4,32,42003320700,5,32,3,4-25,40.38306419,-79.9977463
2122557754,Glendon St from Grassmere St to Pensdale St,5th Division,,Brick,222,72,0,100,404,1,4,9,4,https://tools.wprdc.org/images/pittsburgh/steps/Glendon_St_from_Grassmere_St_to_Pensdale_St.jpg,Oakwood,2,28,42003562800,5,28,6,1-19,40.42725786,-80.06422893
335074501,Glenhurst Rd to Lougean Ave,3rd Division,1953-01-01,Concrete/Wood,204,77,0,100,187,6,4,10,2,https://tools.wprdc.org/images/pittsburgh/steps/Glenhurst_Rd_to_Lougean_Ave.jpg,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37461659,-79.91795273
28996795,Glenroy  St from Carrick Ave,4th Division,,Concrete,113,8,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Glenroy__St_from_Carrick_Ave.jpg,Carrick,4,29,42003290400,3,29,3,4-15,40.39005266,-79.98154139
331641485,Government Way from 40th St to Fisk St,2nd Division,1948-01-01,Concrete,254,9,1,9,1756,514,10,5,9,https://tools.wprdc.org/images/pittsburgh/steps/Government_Way_from_40th_St_to_Fisk_St.jpg,Central Lawrenceville,7,9,42003090200,2,9,2,3-3,40.46673092,-79.95903162
316632576,Graib St from Howard St to Compromise St,1st Division,,Concrete,524,146,1,1,462,12,2,2,6,https://tools.wprdc.org/images/pittsburgh/steps/Graib_St_from_Howard_St_to_Compromise_St.jpg,East Allegheny,1,24,42003563200,1,24,1,1-6,40.45954436,-80.00055208
136783682,Graib St to Henderson St,Facilities,1948-01-01,Concrete,154,56,0,100,527,26,6,9,9,https://tools.wprdc.org/images/pittsburgh/steps/Graib_St_to_Henderson_St.jpg,Fineview,1,25,42003250900,1,25,1,1-10,40.45938368,-80.00247386
570661472,Granite St from Crockett Way to Orbin St,3rd Division,,Concrete,58,26,1,3,483,135,6,5,7,https://tools.wprdc.org/images/pittsburgh/steps/Granite_St_from_Crockett_Way_to_Orbin_St.jpg,Middle Hill,6,5,42003050100,3,5,2,2-5,40.45130945,-79.96615867
1313024429,Gray St at Dilworth St,5th Division,,Concrete,28,23,1,4,968,53,5,1,3,https://tools.wprdc.org/images/pittsburgh/steps/Gray_St_at_Dilworth_St.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42665967,-80.01060444
162300196,Graymore St from Coast Ave to Hampshire Ave,5th Division,1951-01-01,Concrete,448,35,0,100,372,7,2,2,2,https://tools.wprdc.org/images/pittsburgh/steps/Graymore_St_from_Coast_Ave_to_Hampshire_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.40992642,-80.03096927
660127638,Greenfield Ave at Magee Playground to Blanton St,3rd Division,1931-01-01,Concrete,213,107,0,100,1240,178,10,8,10,https://tools.wprdc.org/images/pittsburgh/steps/Greenfield_Ave_at_Magee_Playground_to_Blanton_St.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.42436523,-79.93793974
281523317,Greenfield Ave at Ronald St,3rd Division,,Concrete,25,24,0,100,850,199,7,1,5,https://tools.wprdc.org/images/pittsburgh/steps/Greenfield_Ave_at_Ronald_St.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.42630211,-79.93845061
1186029206,Greenfield Ave at Swineburn Bridge to Waldeck St,3rd Division,1945-01-01,Concrete,218,128,0,100,415,52,3,3,2,https://tools.wprdc.org/images/pittsburgh/steps/Greenfield_Ave_at_Swineburn_Bridge_to_Waldeck_St.jpg,Greenfield,5,15,42003562900,3,15,4,2-12,40.42534737,-79.94974741
533543360,Greenfield Ave near Yoder St from Alexis St to Greenfield Ave,Construction,1947-01-01,Concrete,121,110,1,7,418,32,6,10,5,https://tools.wprdc.org/images/pittsburgh/steps/Greenfield_Ave_near_Yoder_St_from_Alexis_St_to_Greenfield_Ave.jpg,Greenfield,5,15,42003151600,3,15,4,2-12,40.42547066,-79.94751533
1137377090,Greenleaf St from Clarence St to Crooked Way,5th Division,,Brick/Asphalt,86,15,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Greenleaf_St_from_Clarence_St_to_Crooked_Way.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43785053,-80.02439011
1050596900,Greenleaf St from Crooked Way to Edith St,5th Division,,Brick/Asphalt,97,8,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Greenleaf_St_from_Crooked_Way_to_Edith_St.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43776071,-80.02400521
1421098856,Greenleaf St from Seward St to Republic St North,5th Division,,Asphalt/Concrete,216,17,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Greenleaf_St_from_Seward_St_to_Republic_St_North.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43871173,-80.02617399
767924127,Greenleaf St from Seward St tp Republic St South,5th Division,,Asphalt/Concrete,190,2,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Greenleaf_St_from_Seward_St_tp_Republic_St_South.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.4386393,-80.02624062
114855028,Greenleaf St from Shaler St to Seward St,5th Division,,Concrete/Wood,411,74,0,100,722,27,5,5,3,https://tools.wprdc.org/images/pittsburgh/steps/Greenleaf_St_from_Shaler_St_to_Seward_St.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43825081,-80.02550104
1052333015,Greentree Rd to Ridgemont Dr,5th Division,,Concrete,35,10,0,100,250,0,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Greentree_Rd_to_Ridgemont_Dr.jpg,Ridgemont,2,20,42003563100,5,20,6,1-18,40.42911154,-80.03991577
108871512,Greenwood St from El Paso St to Nolo Way,2nd Division,1948-01-01,Concrete,112,20,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Greenwood_St_from_El_Paso_St_to_Nolo_Way.jpg,Stanton Heights,7,10,42003101800,2,10,5,3-7,40.48754306,-79.92891549
1523024722,Greenwood St from Morningside Ave to El Paso St,2nd Division,1948-01-01,Concrete/Wood,255,83,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Greenwood_St_from_Morningside_Ave_to_El_Paso_St.jpg,Stanton Heights,7,10,42003101800,2,10,5,3-7,40.4871626,-79.928371
724275199,Gribble St from Dewey Ave to Waldorf St,1st Division,1946-01-01,Concrete,240,160,0,100,314,22,5,10,3,https://tools.wprdc.org/images/pittsburgh/steps/Gribble_St_from_Dewey_Ave_to_Waldorf_St.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.4903852,-80.01176663
1695094604,Grimes Ave from Kernal Way to Suncrest St,4th Division,,Brick,136,34,0,100,1077,395,10,7,8,https://tools.wprdc.org/images/pittsburgh/steps/Grimes_Ave_from_Kernal_Way_to_Suncrest_St.jpg,Knoxville,3,30,42003300100,5,30,3,4-7,40.4109371,-79.99291124
1493546687,Grizella St from Bonvue St to Waldorf St,1st Division,,Concrete,139,39,2,4,718,164,7,4,6,https://tools.wprdc.org/images/pittsburgh/steps/Grizella_St_from_Bonvue_St_to_Waldorf_St.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.4904843,-80.01665504
1013512264,Groyne St to Dead End,1st Division,,Wood,48,34,0,100,116,0,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Groyne_St_to_Dead_End.jpg,Perry North,1,26,42003260700,1,26,1,1-15,40.48559412,-80.01198063
513859601,Guyland St from Noblestown Rd to Guyland St,5th Division,,Concrete,216,45,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Guyland_St_from_Noblestown_Rd_to_Guyland_St.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43284257,-80.05042563
177726197,Haberman Ave from Chalfont St to Orient Way,4th Division,,Brick,112,12,1,6,635,68,6,6,5,https://tools.wprdc.org/images/pittsburgh/steps/Haberman_Ave_from_Chalfont_St_to_Orient_Way.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.41684234,-80.00237244
867610732,Haberman Ave from E  Warrington Ave to Industry St,4th Division,,Brick/Asphalt,105,19,1,7,961,288,9,3,9,https://tools.wprdc.org/images/pittsburgh/steps/Haberman_Ave_from_E__Warrington_Ave_to_Industry_St.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.42083341,-80.00240547
1281553216,Haberman Ave from E Warrington Ave to Industry St West,4th Division,,Concrete/Wood,112,11,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Haberman_Ave_from_E_Warrington_Ave_to_Industry_St_West.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.42083988,-80.00250848
1525375403,Haberman Ave from Freeland St to Lehr Way,4th Division,,Brick/Asphalt,106,7,1,7,661,126,8,6,9,https://tools.wprdc.org/images/pittsburgh/steps/Haberman_Ave_from_Freeland_St_to_Lehr_Way.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.41882308,-80.00235947
